Loan ID,Dealer ID,Date of Disburement,Loan Amount,Final Repayment Date,Hub,Repayment Date,Actual Interest (IDR)  for Repayment Tranche 1,Renewal Fee (0.5%),Dealer Repayed Amount,Repayment Tranche 2 Payment Date,Interest on Pending Amount ,Renewal Fee (0.5%),Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,,Date Anchor 1,Date Anchor 2,Date Anchor 3,Date Anchor 4,Date Anchor 5,,Tranche 1,Tranche 2,Tranche 3,Tranche 4,Tranche 5,,Reversal 1,Reversal 2,Reversal 3,Reversal 4,Reversal 5,,Repossession,Financier,Lender,RBH
SFA02788,GCD-16619,2024-06-28,104000000,2024-09-25,Jabodetabek,2024-08-01,2972666.666666667,519480,13892147,2024-08-28,2063879.9926500001,467532,11891412,2024-09-25,1926287.9922097079,86166288,,,,,,,,2024-08-01,2024-08-28,2024-09-25,,,,10400000.333333332,9360000.00735,84240000.0077903,,,,0,0,-0.3484736233949661,,,,,Modalku,CSI,Rajdeep Dutta
SFA02791,GCD-2670,2024-06-28,84999900,2024-07-30,Jabodetabek,2024-07-30,1869997.8000000003,,86869898,,,,,,,,,,,,,,,2024-07-30,,,,,,84999900.2,,,,,,-0.20000000298023224,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02724,GCD-12763,2024-06-28,67000000,2024-08-27,Jabodetabek,2024-07-29,1750933.3333333335,334665,8785598,2024-08-27,1428105.0078944443,,61728105,,,,,,,,,,,2024-07-29,2024-08-27,,,,,6699999.666666666,60299999.99210556,,,,,0,0,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02747,GCD-16416,2024-06-28,100000000,2024-07-22,Jabodetabek,2024-07-22,1666666.6666666667,,101666667,,,,,,,,,,,,,,,2024-07-22,,,,,,100000000.33333333,,,,,,-0.3333333283662796,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02756,GCD-2158,2024-06-28,110000000,2024-09-04,Jabodetabek,2024-07-27,2695000,549450,14244450,2024-08-26,2425500,494505,12820005,2024-09-04,654885,89754885,,,,,,,,2024-07-27,2024-08-26,2024-09-04,,,,11000000,9900000,89100000,,,,0,0,0,,,,,AKSELERAN,CSI,Etrisno
SFA02765,GCD-20202,2024-06-28,103000000,2024-08-02,Bandung,2024-08-02,3028200,,106028200,,,,,,,,,,,,,,,2024-08-02,,,,,,103000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02769,GCD-19441,2024-06-28,77500000,,Surabaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02776,GCD-17327,2024-06-28,140000000,2024-07-15,Yogyakarta,2024-07-15,2058000,,142058000,,,,,,,,,,,,,,,2024-07-15,,,,,,140000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02777,GCD-20187,2024-06-28,60000000,2024-09-30,Bandung,2024-07-30,1617000,299700,7916700,2024-08-27,1234800,269730,6904530,2024-09-30,1349460,49949460,,,,,,,,2024-07-30,2024-08-27,2024-09-30,,,,6000000,5400000,48600000,,,,0,0,0,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02794,GCD-12892,2024-06-29,98600000,2024-09-27,Jabodetabek,2024-07-28,2415700,492507,12768207,2024-08-28,2246601.0000000005,443256,11563857,2024-09-27,1956717,81822717,,,,,,,,2024-07-28,2024-08-28,2024-09-27,,,,9860000,8874000,79866000,,,,0,0,0,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02781,GCD-20158,2024-06-29,57500000,2024-07-29,Jabodetabek,2024-07-29,1455708.3333333335,,58955708,,,,,,,,,,,,,,,2024-07-29,,,,,,57499999.666666664,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02796,GCD-20200,2024-06-29,123000000,2024-07-03,Surabaya,2024-07-03,703150,,123703150,,,,,,,,,,,,,,,2024-07-03,,,,,,123000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02797,GCD-20200,2024-06-29,60000000,2024-07-11,Surabaya,2024-07-11,637000,,60637000,,,,,,,,,,,,,,,2024-07-11,,,,,,60000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02793,GCD-2754,2024-06-29,74000000,2024-09-25,Jabodetabek,2024-07-31,1994300.0000000002,369630,9763930,2024-08-27,1468530,332667,8461197,2024-09-25,1419579,61359579,,,,,,,,2024-07-31,2024-08-27,2024-09-25,,,,7400000,6660000,59940000,,,,0,0,0,,,,,Modalku,CSI,Rajdeep Dutta
SFA02787,GCD-18611,2024-06-29,65000000,2024-07-22,Jabodetabek,2024-07-22,1274000.0000000002,,66274000,,,,,,,,,,,,,,,2024-07-22,,,,,,65000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02792,GCD-18611,2024-06-29,30000000,2024-07-10,Jabodetabek,2024-07-10,294000.00000000006,,30294000,,,,,,,,,,,,,,,2024-07-10,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02801,GCD-5223,2024-06-29,30000000,2024-09-25,Jabodetabek,2024-07-29,620000.0000000001,149850,3769850,2024-08-23,450000,134865,3284865,2024-09-25,534600,24834600,,,,,,,,2024-07-29,2024-08-23,2024-09-25,,,,3000000,2700000,24300000,,,,0,0,0,,,,,Modalku,CSI,Rajdeep Dutta
SFA02802,GCD-18761,2024-06-29,109999900,2024-07-10,Jabodetabek,2024-07-10,1077999.0200000003,,111077899,,,,,,,,,,,,,,,2024-07-10,,,,,,109999899.98,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02804,GCD-19746,2024-06-29,30999900,2024-07-01,Jabodetabek,2024-07-01,177216.095,,31177116.095,,,,,,,,,,,,,,,2024-07-01,,,,,,30999900,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02807,GCD-271,2024-06-29,49999900,2024-07-01,Jabodetabek,2024-07-01,233332.8666666667,,50233232.86666667,,,,,,,,,,,,,,,2024-07-01,,,,,,49999900,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02800,GCD-12763,2024-06-29,30000000,2024-07-03,Jabodetabek,2024-07-03,171500,,30171500,,,,,,,,,,,,,,,2024-07-03,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02795,GCD-19295,2024-06-29,95200000,2024-09-12,Jabodetabek,2024-07-28,2332400,475524,12327924,2024-08-28,2169132.0000000005,427972,11165104,2024-09-12,944622,78056622,,,,,,,,2024-07-28,2024-08-28,2024-09-12,,,,9520000,8568000,77112000,,,,0,0,0,,,,,Modalku,CSI,Rajdeep Dutta
SFA02786,GCD-15556,2024-06-29,100000000,2024-07-01,Jabodetabek,2024-07-01,571666.6666666666,,100571666.66666667,,,,,,,,,,,,,,,2024-07-01,,,,,,100000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02789,GCD-19991,2024-06-29,49999900,2024-07-05,Surabaya,2024-07-05,285832.76166666666,,50285732.76166666,,,,,,,,,,,,,,,2024-07-05,,,,,,49999900,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02806,GCD-3087,2024-06-30,30000000,2024-07-05,Jabodetabek,2024-07-05,140000,,30140000,,,,,,,,,,,,,,,2024-07-05,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02810,GCD-19690,2024-06-30,99998900,2024-07-12,Jabodetabek,2024-07-12,1061654.9883333333,,101060555,,,,,,,,,,,,,,,2024-07-12,,,,,,99998900.01166667,,,,,,-0.011666670441627502,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02811,GCD-17566,2024-06-30,107000000,2024-07-10,Jabodetabek,2024-07-10,961216.6666666666,,107961217,,,,,,,,,,,,,,,2024-07-10,,,,,,107000000.33333333,,,,,,-0.3333333283662796,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02813,GCD-20093,2024-06-30,30000000,2024-07-08,Surabaya,2024-07-08,220500,,30220500,,,,,,,,,,,,,,,2024-07-08,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02814,GCD-1826,2024-06-30,30000000,2024-07-08,Jabodetabek,2024-07-08,220500,,30220500,,,,,,,,,,,,,,,2024-07-08,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02815,GCD-1826,2024-06-30,30000000,2024-07-08,Jabodetabek,2024-07-08,220500,,30220500,,,,,,,,,,,,,,,2024-07-08,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02817,GCD-1541,2024-06-30,30000000,2024-07-05,Jabodetabek,2024-07-05,171500,,30171500,,,,,,,,,,,,,,,2024-07-05,,,,,,30000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02809,GCD-1590,2024-07-01,25000000,2024-07-02,Jabodetabek,2024-07-02,142916.66666666666,,25142916.666666668,,,,,,,,,,,,,,,2024-07-02,,,,,,25000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02821,GCD-17903,2024-07-01,76000000,2024-09-27,Jabodetabek,2024-08-22,2685333.3333333335,379620,10664953,2024-09-05,638400.0031111111,341658,7820058,2024-09-27,902880.0049345184,62462880,,,,,,,,2024-08-22,2024-09-05,2024-09-27,,,,7599999.666666666,6839999.996888889,61559999.99506548,,,,0,0,0,,,,,Modalku,CSI,Rajdeep Dutta
SFA02798,GCD-18862,2024-07-01,75000000,2024-07-23,Surabaya,2024-07-23,1408750.0000000002,,76408750,,,,,,,,,,,,,,,2024-07-23,,,,,,75000000,,,,,,0,,,,,,,AKSELERAN,CSI,Etrisno
SFA02799,GCD-18862,2024-07-01,75000000,2024-07-31,Surabaya,2024-07-29,1776250,374625,9650875,2024-07-31,110250,,67610250,,,,,,,,,,,2024-07-29,2024-07-31,,,,,7500000,67500000,,,,,0,0,,,,,,AKSELERAN,CSI,Etrisno
SFA02812,GCD-20157,2024-07-01,90000000,2024-07-15,Surabaya,2024-07-15,1102500,,91102500,,,,,,,,,,,,,,,2024-07-15,,,,,,90000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02803,GCD-20115,2024-07-01,55400000,2024-07-12,Jabodetabek,2024-07-12,542920.0000000001,,55942920,,,,,,,,,,,,,,,2024-07-12,,,,,,55400000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02808,GCD-2707,2024-07-01,30000000,2024-07-08,Jabodetabek,2024-07-08,196000,,30196000,,,,,,,,,,,,,,,2024-07-08,,,,,,30000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02818,GCD-20208,2024-07-01,40000000,2024-07-08,Surabaya,2024-07-08,261333.33333333334,,40261334,,,,,,,,,,,,,,,2024-07-08,,,,,,40000000.666666664,,,,,,-0.6666666641831398,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02820,GCD-20054,2024-07-01,98600000,2024-07-13,Surabaya,2024-07-13,1046803.3333333334,,99646803,,,,,,,,,,,,,,,2024-07-13,,,,,,98599999.66666667,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02823,GCD-6313,2024-07-01,120000000,2024-07-31,Jabodetabek,2024-07-31,3038000.0000000005,,123038000,,,,,,,,,,,,,,,2024-07-31,,,,,,120000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02824,GCD-3963,2024-07-01,147900000,2024-07-17,Jabodetabek,2024-07-17,2053345.0000000002,,149953345,,,,,,,,,,,,,,,2024-07-17,,,,,,147900000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02816,GCD-2670,2024-07-01,90000000,2024-09-18,Jabodetabek,2024-08-09,2939999.9999999995,449550,12389550,2024-09-04,1719900,404595,10224495,2024-09-18,833490,73733490,,,,,,,,2024-08-09,2024-09-04,2024-09-18,,,,9000000,8100000,72900000,,,,0,0,0,,,,,BSS,CSI,Rajdeep Dutta
SFA02827,GCD-19779,2024-07-02,102000000,2024-07-31,Jabodetabek,2024-07-31,2499000,,104499000,,,,,,,,,,,,,,,2024-07-31,,,,,,102000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02826,GCD-19876,2024-07-02,77350000,,Jabodetabek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKSELERAN,CSI,Etrisno
SFA02828,GCD-17199,2024-07-02,171000000,2024-08-22,Jabodetabek,2024-08-01,4329150.000000001,854145,22283295,2024-08-22,2639385,,156539385,,,,,,,,,,,2024-08-01,2024-08-22,,,,,17100000,153900000,,,,,0,0,,,,,,AKSELERAN,CSI,Etrisno
SFA02835,GCD-20212,2024-07-02,75000000,2024-09-21,Surabaya,2024-08-01,1898750.0000000005,374625,9773375,2024-09-03,1819125,337163,8906288,2024-09-21,893025,61643025,,,,,,,,2024-08-01,2024-09-03,2024-09-21,,,,7500000,6750000,60750000,,,,0,0,0,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02833,GCD-20199,2024-07-02,85000000,2024-07-03,Surabaya,2024-07-03,485916.6666666667,,85485916.66666667,,,,,,,,,,,,,,,2024-07-03,,,,,,85000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02836,GCD-20212,2024-07-02,75000000,2024-08-31,Surabaya,2024-08-01,1898750.0000000005,374625,9773375,2024-08-31,1653750,,69153750,,,,,,,,,,,2024-08-01,2024-08-31,,,,,7500000,67500000,,,,,0,0,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02829,GCD-17566,2024-07-02,65000000,2024-07-19,Jabodetabek,2024-07-19,955500,,65955500,,,,,,,,,,,,,,,2024-07-19,,,,,,65000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02830,GCD-17369,2024-07-02,89600000,2024-07-23,Jabodetabek,2024-07-23,1314133.3333333333,,90914133,,,,,,,,,,,,,,,2024-07-23,,,,,,89599999.66666667,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02838,GCD-2625,2024-07-02,84500000,2024-07-15,Jabodetabek,2024-07-15,788666.6666666667,,85288667,,,,,,,,,,,,,,,2024-07-15,,,,,,84500000.33333333,,,,,,-0.3333333283662796,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02839,GCD-12763,2024-07-02,90000000,2024-09-27,Jabodetabek,2024-07-31,2205000,449550,11654550,2024-09-04,2315250,404595,10819845,2024-09-27,1369305,74269305,,,,,,,,2024-07-31,2024-09-04,2024-09-27,,,,9000000,8100000,72900000,,,,0,0,0,,,,,Modalku,CSI,Rajdeep Dutta
SFA02840,GCD-19288,2024-07-02,88000000,2024-07-24,Jabodetabek,2024-07-24,1652933.3333333335,,89652933,,,,,,,,,,,,,,,2024-07-24,,,,,,87999999.66666667,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02841,GCD-17903,2024-07-02,88999900,2024-10-02,Jabodetabek,2024-08-22,3085329.866666667,444555,12429875,2024-09-07,854399.0385777779,400099,9264489,2024-10-02,1201498.6484207409,73291418,,,,,,,,2024-08-22,2024-09-07,2024-10-02,,,,8899990.133333333,8009990.961422222,72089919.35157926,,,,0,0,-0.4463348090648651,,,,,Modalku,CSI,Rajdeep Dutta
SFA02825,GCD-14823,2024-07-02,49999900,2024-08-10,Jabodetabek,2024-07-31,1224997.55,249750,6474737,2024-08-10,367499.26949166664,,45367410,,,,,,,,,,,2024-07-31,2024-08-10,,,,,4999989.45,44999910.730508335,,,,,0,-0.1805083379149437,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02834,GCD-12763,2024-07-02,114999900,2024-09-26,Jabodetabek,2024-07-31,2817497.5500000003,574425,14891912,2024-09-04,2958372.4432208333,516982,13825345,2024-09-26,1673593.5625448676,94823514,,,,,,,,2024-07-31,2024-09-04,2024-09-26,,,,11499989.45,10349990.556779167,93149920.43745513,,,,0,0,-0.44423429667949677,,,,,Modalku,CSI,Rajdeep Dutta
SFA02861,GCD-9665,2024-07-03,200000000,2024-08-01,Yogyakarta,2024-08-01,4900000,,204900000,,,,,,,,,,,,,,,2024-08-01,,,,,,200000000,,,,,,0,,,,,,,AKSELERAN,CSI,Etrisno
SFA02865,GCD-11507,2024-07-03,125000000,2024-07-10,Jabodetabek,2024-07-10,816666.6666666667,,125816667,,,,,,,,,,,,,,,2024-07-10,,,,,,125000000.33333333,,,,,,-0.3333333283662796,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02870,GCD-20044,2024-07-03,79900000,2024-09-30,Jabodetabek,2024-08-02,2022801.666666667,399101,10411903,2024-09-02,1820521.4915611113,359190,9370711,2024-09-30,1479907.8036181421,66198908,,,,,,,,2024-08-02,2024-09-02,2024-09-30,,,,7990000.333333332,7190999.508438889,64719000.19638186,,,,0,0,-0.03815407305955887,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02872,GCD-20044,2024-07-03,68000000,2024-07-04,Jabodetabek,2024-07-04,388733.3333333333,,68388733.33333333,,,,,,,,,,,,,,,2024-07-04,,,,,,68000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02871,GCD-14164,2024-07-03,102888250,2024-08-29,Bandung,2024-08-02,2604787.5291666673,513927,13407540,2024-08-29,2041817.3108681252,,94641242,,,,,,,,,,,2024-08-02,2024-08-29,,,,,10288825.470833333,92599424.68913187,,,,,0,-0.15996520221233368,,,,,,AKSELERAN,CSI,Etrisno
SFA02874,GCD-20199,2024-07-03,150000000,2024-09-23,Surabaya,2024-08-06,4287500,749250,20036750,2024-09-23,5292000,,140292000,,,,,,,,,,,2024-08-06,2024-09-23,,,,,15000000,135000000,,,,,0,0,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02843,GCD-19371,2024-07-03,100000000,2024-07-31,Jabodetabek,2024-07-31,2368333.3333333335,,102368333,,,,,,,,,,,,,,,2024-07-31,,,,,,99999999.66666667,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02862,GCD-3350,2024-07-03,149999900,2024-07-08,Jabodetabek,2024-07-08,857499.4283333333,,150857399.42833334,,,,,,,,,,,,,,,2024-07-08,,,,,,149999900,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02864,GCD-19431,2024-07-03,90000000,2024-08-05,Jabodetabek,2024-08-01,2205000,449550,11728050,2024-08-05,264359.9,,81198450,,,,,,,,,,,2024-08-01,2024-08-05,,,,,9073500,80934090.1,,,,,0,-7590.0999999940395,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02866,GCD-15782,2024-07-03,231999900,2024-08-09,Jabodetabek,2024-08-09,5877330.8,,237877231,,,,,,,,,,,,,,,2024-08-09,,,,,,231999900.2,,,,,,-0.19999998807907104,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02867,GCD-8241,2024-07-03,79999900,2024-07-24,Jabodetabek,2024-07-24,1173331.8666666667,,81173232,,,,,,,,,,,,,,,2024-07-24,,,,,,79999900.13333334,,,,,,-0.13333334028720856,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02868,GCD-3700,2024-07-03,74999900,2024-08-08,Jabodetabek,2024-08-08,1849997.5333333337,,76849898,,,,,,,,,,,,,,,2024-08-08,,,,,,74999900.46666667,,,,,,-0.46666666865348816,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02842,GCD-19288,2024-07-03,93999900,2024-08-02,Jabodetabek,2024-08-02,2379764.1350000002,,96379664,,,,,,,,,,,,,,,2024-08-02,,,,,,93999899.865,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02863,GCD-18778,2024-07-04,189999900,2024-07-15,Jabodetabek,2024-07-15,1861999.0200000003,,191861899,,,,,,,,,,,,,,,2024-07-15,,,,,,189999899.98,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02882,GCD-19746,2024-07-04,151999900,2024-08-23,Jabodetabek,2024-08-01,3599864.2983333333,759240,19559094,2024-08-23,2457838.3883600556,,139257749,,,,,,,,,,,2024-08-01,2024-08-23,,,,,15199989.701666666,136799910.61163995,,,,,0,-0.313306599855423,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02883,GCD-19514,2024-07-04,119799900,2024-10-01,Jabodetabek,2024-08-06,3326443.89,598401,15904835,2024-09-03,2465481.939484667,538560,13786033,2024-10-01,2218933.743900883,99256853,,,,,,,,2024-08-06,2024-09-03,2024-10-01,,,,11979990.11,10781991.060515333,97037919.25609912,,,,0,0,-0.426614448428154,,,,,Modalku,CSI,Rajdeep Dutta
SFA02887,GCD-18804,2024-07-04,100000000,2024-09-06,Jabodetabek,2024-09-06,7583333.333333334,,107583333,,,,,,,,,,,,,,,2024-09-06,,,,,,99999999.66666667,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02873,GCD-20155,2024-07-04,50150000,2024-07-16,Jabodetabek,2024-07-16,532425.8333333334,,50682426,,,,,,,,,,,,,,,2024-07-16,,,,,,50150000.166666664,,,,,,-0.1666666641831398,,,,,,,AKSELERAN,CSI,Etrisno
SFA02875,GCD-20150,2024-07-04,70000000,2024-10-03,Bandung,2024-08-03,1772166.666666667,349650,9121817,2024-09-02,1543499.9918333336,314685,8158185,2024-10-03,1435454.9913543586,58135455,,,,,,,,2024-08-03,2024-09-02,2024-10-03,,,,7000000.333333333,6300000.008166666,56700000.00864564,,,,0,0,-0.3501456379890442,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02877,GCD-2718,2024-07-04,111300000,2024-07-15,Jabodetabek,2024-07-15,1090740.0000000002,,112390740,,,,,,,,,,,,,,,2024-07-15,,,,,,111300000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02878,GCD-19880,2024-07-04,94350000,2024-08-08,Jabodetabek,2024-08-08,2773890,,97123890,,,,,,,,,,,,,,,2024-08-08,,,,,,94350000,,,,,,0,,,,,,,AKSELERAN,CSI,Etrisno
SFA02879,GCD-3934,2024-07-04,180000000,2024-12-03,Semarang,2024-08-03,4557000.000000001,899100,23456100,2024-12-03,16140600,,154000000,,,,,,,,,,,2024-08-03,2024-12-03,,,,,18000000,137859400,,,,,0,0,,,,,2024-10-07,AKSELERAN,CSI,Etrisno
SFA02881,GCD-12169,2024-07-04,181000000,2024-10-03,Jabodetabek,2024-08-22,7390833.333333335,904095,26394928,2024-10-03,5587470.011433333,,168487470,,,,,,,,,,,2024-08-22,2024-10-03,,,,,18099999.666666664,162899999.98856667,,,,,0,0,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02876,GCD-5875,2024-07-04,83000000,2024-08-02,Yogyakarta,2024-08-02,2033500,,85033500,,,,,,,,,,,,,,,2024-08-02,,,,,,83000000,,,,,,0,,,,,,,AKSELERAN,CSI,Etrisno
SFA02880,GCD-5662,2024-07-04,107000000,2024-09-09,Bandung,2024-08-07,3058416.666666667,534465,14292882,2024-09-09,2595284.991016667,,98895285,,,,,,,,,,,2024-08-07,2024-09-09,,,,,10700000.333333332,96300000.00898333,,,,,0,-0.3423166573047638,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02889,GCD-20202,2024-07-04,97000000,2024-10-01,Bandung,2024-10-01,7129500.000000001,,104129500,,,,,,,,,,,,,,,2024-10-01,,,,,,97000000,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02888,GCD-5053,2024-07-05,60500000,2024-09-17,Yogyakarta,2024-08-03,1482250,302198,7834448,2024-09-03,1378492.5000000002,271978,7095471,2024-09-17,560290.4942833333,49565290,,,,,,,,2024-08-03,2024-09-03,2024-09-17,,,,6050000,5445000.5,49004999.50571667,,,,0,0,-0.005716666579246521,,,,,AKSELERAN,CSI,Etrisno
SFA02895,GCD-20091,2024-07-05,195500000,2024-08-02,Yogyakarta,2024-08-02,4630091.666666667,,200130092,,,,,,,,,,,,,,,2024-08-02,,,,,,195500000.33333334,,,,,,-0.3333333432674408,,,,,,,AKSELERAN,CSI,Etrisno
SFA02894,GCD-20182,2024-07-05,60000000,2024-07-15,Jabodetabek,2024-07-15,539000,,60539000,,,,,,,,,,,,,,,2024-07-15,,,,,,60000000,,,,,,0,,,,,,,AKSELERAN,CSI,Etrisno
SFA02897,GCD-11368,2024-07-05,125000000,2024-10-05,Surabaya,2024-08-03,3062500,624375,16186875,2024-09-01,2664375,561938,14476313,2024-10-05,2811375,104061375,,,,,,,,2024-08-03,2024-09-01,2024-10-05,,,,12500000,11250000,101250000,,,,0,0,0,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02899,GCD-6640,2024-07-05,43150000,2024-07-29,Jabodetabek,2024-07-29,880979.1666666667,,44030979,,,,,,,,,,,,,,,2024-07-29,,,,,,43149999.833333336,,,,,,0,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02890,GCD-13564,2024-07-05,195000000,2024-10-01,Surabaya,2024-08-05,5096000,974025,25570025,2024-09-03,4156425,876623,22583048,2024-10-01,3611790,161561790,,,,,,,,2024-08-05,2024-09-03,2024-10-01,,,,19500000,17550000,157950000,,,,0,0,0,,,,,AKSELERAN,CSI,Etrisno
SFA02892,GCD-20075,2024-07-05,44000000,2024-08-05,Surabaya,2024-08-05,1149866.6666666667,,45149867,,,,,,,,,,,,,,,2024-08-05,,,,,,44000000.333333336,,,,,,-0.3333333358168602,,,,,,,AKSELERAN,CSI,Rajdeep Dutta
SFA02885,GCD-14823,2024-07-05,49999900,2024-08-05,Jabodetabek,2024-08-05,1306664.0533333335,,51306564,,,,,,,,,,,,,,,2024-08-05,,,,,,49999899.946666665,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02893,GCD-16812,2024-07-05,119999900,2024-07-24,Jabodetabek,2024-07-24,1599998.6666666665,,121599899,,,,,,,,,,,,,,,2024-07-24,,,,,,119999900.33333333,,,,,,-0.3333333283662796,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02884,GCD-15899,2024-07-05,100000000,2024-07-29,Jabodetabek,2024-07-29,2041666.666666667,,102041667,,,,,,,,,,,,,,,2024-07-29,,,,,,100000000.33333333,,,,,,-0.3333333283662796,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02898,GCD-9429,2024-07-05,60000000,2024-07-19,Jabodetabek,2024-07-19,735000,,60735000,,,,,,,,,,,,,,,2024-07-19,,,,,,60000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02891,GCD-16286,2024-07-05,79999900,2024-08-22,Jabodetabek,2024-08-07,1813331.0666666664,399600,10212921,2024-08-22,719999.1006666666,,72719909,,,,,,,,,,,2024-08-07,2024-08-22,,,,,7999989.933333334,71999909.89933333,,,,,0,0,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02896,GCD-9429,2024-07-05,39999900,2024-07-19,Jabodetabek,2024-07-19,489998.775,,40489899,,,,,,,,,,,,,,,2024-07-19,,,,,,39999900.225,,,,,,-0.22500000149011612,,,,,,,Modalku,CSI,Rajdeep Dutta
SFA02902,GCD-16442,2024-07-05,90000000,2024-07-19,Jabodetabek,2024-07-19,900000,,90900000,,,,,,,,,,,,,,,2024-07-19,,,,,,90000000,,,,,,0,,,,,,,Modalku,CSI,Rajdeep Dutta
